step,lambda,psi,risk,distance,gradient,steer,drift,barrier,potential,state
109,1.7137844148482593,0.34768254314466823,0.13127586429956345,0.8896337991333022,0.24225336728278535,-0.019380269382622828,0.008949793085603492,0.03909491291737796,0.5569265318977029,NEXIT
110,1.713784414846072,0.3476825430070532,0.1312758642971191,0.8896337991359459,0.2422533672252758,-0.019380269378022064,0.008949793085623046,0.039094912914524445,0.556926531897054,NEXIT
111,1.713784414844278,0.3476825428942554,0.1312758642951235,0.8896337991381041,0.24225336717825785,-0.019380269374260628,0.008949793085639013,0.03909491291219476,0.5569265318965241,NEXIT
112,1.7137844148428054,0.3476825428017993,0.13127586429348684,0.8896337991398742,0.2422533671397331,-0.01938026937117865,0.008949793085652104,0.039094912910284135,0.5569265318960894,NEXIT
113,1.7137844148416013,0.34768254272601656,0.13127586429214333,0.8896337991413273,0.24225336710809176,-0.01938026936864734,0.008949793085662855,0.039094912908715716,0.5569265318957329,NEXIT
114,1.7137844148406165,0.34768254266390036,0.13127586429104474,0.8896337991425154,0.24225336708216805,-0.019380269366573444,0.008949793085671643,0.03909491290743322,0.5569265318954411,NEXIT
115,1.7137844148397812,0.34768254261298603,0.1312758642901463,0.8896337991434872,0.24225336706129585,-0.01938026936490367,0.00894979308567883,0.03909491290638438,0.5569265318952027,NEXIT
116,1.7137844148391435,0.347682542571254,0.1312758642893842,0.8896337991443114,0.24225336704325473,-0.01938026936346038,0.008949793085684927,0.03909491290549469,0.5569265318950003,NEXIT
117,1.71378441483859,0.34768254253704733,0.13127586428880236,0.8896337991449407,0.24225336702943245,-0.019380269362354596,0.008949793085689581,0.03909491290481549,0.5569265318948459,NEXIT
118,1.7137844148381451,0.3476825425090096,0.13127586428829735,0.8896337991454868,0.24225336701760858,-0.019380269361408686,0.008949793085693622,0.039094912904225905,0.5569265318947118,NEXIT
119,1.7137844148377779,0.34768254248602815,0.13127586428789156,0.8896337991459257,0.24225336700806066,-0.019380269360644853,0.008949793085696867,0.039094912903752214,0.5569265318946041,NEXIT
120,1.7137844148374834,0.34768254246719116,0.13127586428755653,0.889633799146288,0.24225336700012257,-0.019380269360009805,0.008949793085699547,0.03909491290336105,0.556926531894515,NEXIT
121,1.7137844148372385,0.34768254245175106,0.1312758642872879,0.8896337991465786,0.24225336699373878,-0.019380269359499103,0.008949793085701697,0.03909491290304747,0.5569265318944437,NEXIT
122,1.7137844148370331,0.3476825424390954,0.13127586428706445,0.8896337991468203,0.24225336698852074,-0.01938026935908166,0.008949793085703485,0.03909491290278661,0.5569265318943846,NEXIT
123,1.7137844148368735,0.34768254242872215,0.13127586428687707,0.8896337991470229,0.24225336698407984,-0.019380269358726387,0.008949793085704984,0.039094912902567856,0.5569265318943346,NEXIT
124,1.7137844148367263,0.34768254242021945,0.1312758642867314,0.8896337991471804,0.24225336698074917,-0.019380269358459934,0.008949793085706148,0.03909491290239782,0.5569265318942961,NEXIT
125,1.7137844148366241,0.34768254241325036,0.1312758642865971,0.8896337991473258,0.24225336697758504,-0.019380269358206803,0.008949793085707224,0.03909491290224103,0.5569265318942603,NEXIT
126,1.7137844148365333,0.3476825424075379,0.1312758642865039,0.8896337991474265,0.24225336697530908,-0.019380269358024727,0.00894979308570797,0.039094912902132246,0.5569265318942356,NEXIT
127,1.7137844148364627,0.34768254240285557,0.13127586428642105,0.8896337991475161,0.24225336697331068,-0.019380269357864854,0.008949793085708632,0.03909491290203552,0.5569265318942135,NEXIT
128,1.713784414836393,0.3476825423990176,0.13127586428635662,0.8896337991475858,0.2422533669718674,-0.01938026935774939,0.008949793085709147,0.03909491290196031,0.5569265318941965,NEXIT
129,1.7137844148363537,0.34768254239587193,0.131275864286293,0.8896337991476546,0.24225336697031308,-0.019380269357625046,0.008949793085709657,0.03909491290188606,0.5569265318941796,NEXIT
130,1.7137844148362995,0.3476825423932933,0.13127586428625718,0.8896337991476934,0.24225336696953592,-0.019380269357562874,0.008949793085709944,0.03909491290184419,0.5569265318941701,NEXIT
131,1.7137844148362888,0.34768254239118,0.13127586428620772,0.8896337991477469,0.24225336696820365,-0.019380269357456292,0.008949793085710337,0.03909491290178649,0.5569265318941571,NEXIT
132,1.7137844148362351,0.34768254238944735,0.131275864286198,0.8896337991477573,0.24225336696809263,-0.01938026935744741,0.008949793085710415,0.039094912901775136,0.5569265318941543,NEXIT
133,1.7137844148362236,0.3476825423880277,0.13127586428614899,0.8896337991478103,0.24225336696703792,-0.019380269357363034,0.008949793085710808,0.03909491290171791,0.5569265318941413,NEXIT
134,1.713784414836204,0.3476825423868638,0.13127586428613847,0.8896337991478217,0.24225336696670485,-0.019380269357336388,0.008949793085710893,0.03909491290170561,0.5569265318941385,NEXIT
135,1.713784414836187,0.34768254238590984,0.13127586428612062,0.889633799147841,0.24225336696631627,-0.019380269357305302,0.008949793085711035,0.0390949129016848,0.5569265318941338,NEXIT
136,1.7137844148361778,0.34768254238512797,0.13127586428610502,0.889633799147858,0.2422533669659277,-0.019380269357274216,0.00894979308571116,0.039094912901666584,0.5569265318941299,NEXIT
137,1.7137844148361672,0.34768254238448704,0.13127586428609672,0.8896337991478668,0.24225336696570565,-0.019380269357256452,0.008949793085711226,0.039094912901656884,0.5569265318941273,NEXIT
138,1.713784414836154,0.3476825423839617,0.13127586428608698,0.8896337991478774,0.24225336696553912,-0.01938026935724313,0.008949793085711304,0.039094912901645545,0.556926531894125,NEXIT
139,1.7137844148361594,0.34768254238353113,0.13127586428607504,0.8896337991478903,0.24225336696515054,-0.019380269357212043,0.008949793085711399,0.03909491290163159,0.5569265318941218,NEXIT
140,1.7137844148361407,0.347682542383178,0.1312758642860799,0.889633799147885,0.24225336696531707,-0.019380269357225366,0.008949793085711361,0.03909491290163726,0.5569265318941229,NEXIT
141,1.7137844148361356,0.3476825423828888,0.1312758642860629,0.8896337991479034,0.24225336696503952,-0.01938026935720316,0.008949793085711498,0.0390949129016174,0.5569265318941184,NEXIT
142,1.7137844148361414,0.3476825423826518,0.13127586428605822,0.8896337991479085,0.24225336696481747,-0.019380269357185398,0.008949793085711534,0.03909491290161196,0.5569265318941172,NEXIT
143,1.7137844148361279,0.3476825423824573,0.1312758642860635,0.8896337991479029,0.242253366964984,-0.01938026935719872,0.008949793085711491,0.03909491290161811,0.5569265318941188,NEXIT
144,1.7137844148361363,0.3476825423822981,0.13127586428605115,0.8896337991479161,0.24225336696465094,-0.019380269357172075,0.00894979308571159,0.03909491290160367,0.5569265318941153,NEXIT
145,1.713784414836123,0.3476825423821674,0.13127586428605884,0.8896337991479079,0.24225336696487298,-0.01938026935718984,0.00894979308571153,0.03909491290161266,0.5569265318941174,NEXIT
146,1.7137844148361243,0.34768254238206053,0.13127586428604668,0.8896337991479211,0.24225336696465094,-0.019380269357172075,0.008949793085711626,0.03909491290159848,0.5569265318941143,NEXIT
147,1.7137844148361274,0.3476825423819728,0.1312758642860479,0.8896337991479196,0.24225336696459543,-0.019380269357167634,0.008949793085711618,0.039094912901599894,0.5569265318941145,NEXIT
148,1.7137844148361197,0.3476825423819009,0.13127586428605073,0.8896337991479166,0.24225336696470645,-0.019380269357176516,0.008949793085711593,0.03909491290160321,0.5569265318941152,NEXIT
149,1.7137844148361279,0.34768254238184204,0.13127586428604365,0.8896337991479243,0.2422533669644844,-0.019380269357158753,0.00894979308571165,0.039094912901594926,0.5569265318941135,NEXIT
150,1.7137844148361212,0.34768254238179364,0.13127586428605115,0.8896337991479161,0.24225336696465094,-0.019380269357172075,0.00894979308571159,0.03909491290160367,0.5569265318941153,NEXIT
151,1.7137844148361179,0.34768254238175406,0.13127586428604507,0.8896337991479226,0.24225336696459543,-0.019380269357167634,0.00894979308571164,0.03909491290159658,0.5569265318941136,NEXIT
152,1.7137844148361356,0.3476825423817217,0.13127586428604202,0.8896337991479261,0.24225336696431787,-0.01938026935714543,0.008949793085711664,0.03909491290159304,0.556926531894113,NEXIT
153,1.7137844148361128,0.34768254238169477,0.13127586428605822,0.8896337991479085,0.24225336696481747,-0.019380269357185398,0.008949793085711534,0.03909491290161196,0.5569265318941172,NEXIT
