lambda,vmin,loading,risk,converged
1.3989898989898992,0.9217497825707829,84.0901515520421,0.07825021742921712,True
1.4090909090909092,0.9206040564627652,85.53140869720532,0.07939594353723478,True
1.4191919191919191,0.919444339526662,86.97763618628716,0.08055566047333795,True
1.4292929292929295,0.918270413604692,88.42893606511186,0.08172958639530803,True
1.4393939393939394,0.9170820535045408,89.88541369044694,0.08291794649545925,True
1.4494949494949496,0.9158790266967727,91.3471778475136,0.08412097330322732,True
1.4595959595959598,0.9146610929950147,92.81434087660372,0.08533890700498525,True
1.4696969696969697,0.9134280042177132,94.28701880918827,0.0865719957822868,True
1.47979797979798,0.9121795038301445,95.76533151395414,0.08782049616985554,True
1.48989898989899,0.9109153265652615,97.24940285327945,0.08908467343473847,True
1.5,0.9096351980218438,98.73936085071506,0.09036480197815622,True
