step,lambda,risk,distance,gradient,steer,drift,barrier,potential,state
38,1.7101856189091569,0.12824014293111927,0.8929210047632079,0.1712416018030405,-0.013699328144243239,0.013461118284826568,0.035634353563656795,0.5562325294156754,NEXIT
39,1.71034521182931,0.12802724919703598,0.8931518389937171,0.16630100111852952,-0.013304080089482362,0.013463673009635567,0.0353979816111732,0.556192335615236,NEXIT
40,1.7102384029930169,0.12816984776967769,0.8929972191992891,0.16960963328821466,-0.013568770663057172,0.013461961826763867,0.03555621381959255,0.5562191340258762,NEXIT
41,1.7103099366508634,0.12807439754913547,0.8931007139691594,0.1673946696445494,-0.013391573571563953,0.013463107229410373,0.035450257548371535,0.5562011405374645,NEXIT
42,1.7102620508230868,0.12813831723114422,0.8930314062323095,0.1688778252625367,-0.013510226021002936,0.013462340193226268,0.03552119419855626,0.5562131652460557,NEXIT
43,1.7102941166354602,0.12809552531581836,0.8930778048512023,0.16788484854796115,-0.013430787883836892,0.013462853696210178,0.03547369634605517,0.5562051039653936,NEXIT
44,1.7102726489721638,0.12812417874021656,0.8930467362005392,0.16854971898017101,-0.013483977518413681,0.013462509855117401,0.03550549712892297,0.5562104967850399,NEXIT
45,1.7102870233628003,0.12810499502345124,0.8930675368510618,0.16810457086352537,-0.01344836566908203,0.013462740059718585,0.035484204554433955,0.5562068840004191,NEXIT
46,1.7102773994310958,0.12811783985036831,0.8930536093386142,0.16840262316875076,-0.013472209853500061,0.013462585921795578,0.03549846065746142,0.5562093020037765,NEXIT
47,1.7102838432521565,0.1281092398695251,0.8930629341922198,0.16820306625631165,-0.013456245300504932,0.013462689121565698,0.03548891545033756,0.5562076826299013,NEXIT
48,1.7102795288982382,0.12811499803729642,0.8930566906743097,0.16833667971838384,-0.013466934377470707,0.013462620023552443,0.035495306349157846,0.5562087666889961,NEXIT
49,1.7102824175856655,0.12811114272678412,0.8930608709417667,0.16824721999814107,-0.013459777599851286,0.01346266628727859,0.03549102733374923,0.556208040779887,NEXIT
50,1.7102804834943324,0.12811372404949878,0.8930580720426964,0.16830711753423877,-0.013464569402739102,0.013462635311406014,0.03549389231772909,0.5562085267716101,NEXIT
51,1.7102817784622224,0.1281119957461794,0.8930599460218097,0.16826701353944706,-0.013461361083155765,0.013462656051045846,0.0354919740777671,0.5562082013616443,NEXIT
52,1.7102809114259547,0.12811315292681966,0.8930586913040548,0.16829386501432397,-0.013463509201145918,0.013462642164878164,0.035493258423864485,0.5562084192308077,NEXIT
53,1.7102814919470897,0.12811237814400964,0.8930595313920764,0.16827588676421312,-0.01346207094113705,0.013462651462271883,0.035492398495515685,0.5562082733542579,NEXIT
54,1.7102811032626655,0.12811289689671884,0.8930589689144663,0.1682879240207935,-0.013463033921663481,0.013462645237239374,0.0354929742558536,0.5562083710236725,NEXIT
55,1.7102813635046545,0.12811254956877327,0.8930593455181456,0.16827986453982202,-0.013462389163185762,0.01346264940517472,0.035492588758223725,0.556208305628932,NEXIT
56,1.7102811892610483,0.12811278212062058,0.893059093364852,0.1682852607269858,-0.013462820858158864,0.013462646614552553,0.035492846866163774,0.5562083494133536,NEXIT
57,1.71028130592505,0.12811262641675814,0.8930592621927541,0.16828164773746712,-0.01346253181899737,0.013462648482998902,0.035492674051244004,0.5562083200975774,NEXIT
58,1.7102812278132724,0.12811273066754206,0.8930591491548292,0.1682840667970864,-0.013462725343766913,0.013462647231989495,0.035492789758605925,0.5562083397257503,NEXIT
59,1.7102812801126361,0.12811266086696207,0.8930592248387934,0.16828244712790985,-0.013462595770232788,0.013462648069596454,0.03549271228731051,0.5562083265837776,NEXIT
60,1.710281245095848,0.12811270760160004,0.8930591741649637,0.16828353156961295,-0.013462682525569036,0.013462647508780798,0.03549276415782863,0.5562083353829079,NEXIT
61,1.7102812685411712,0.12811267631064574,0.8930592080933849,0.16828280548686347,-0.013462624438949078,0.01346264788427225,0.03549272942816578,0.5562083294914861,NEXIT
62,1.7102812528434759,0.128112697261354,0.8930591853767732,0.16828329163198763,-0.01346266333055901,0.01346264763286375,0.03549275268124286,0.5562083334360566,NEXIT
63,1.7102812633537736,0.12811268323391492,0.8930592005865639,0.16828296613619065,-0.013462637290895252,0.01346264780119302,0.03549273711226366,0.5562083307949885,NEXIT
64,1.7102812563166694,0.12811269262590244,0.8930591904029399,0.16828318406991727,-0.013462654725593381,0.013462647688489171,0.0354927475363797,0.5562083325632992,NEXIT
65,1.7102812610283276,0.12811268633755576,0.8930591972213218,0.1682830381536382,-0.013462643052291057,0.01346264776394933,0.035492740556977646,0.5562083313793376,NEXIT
66,1.7102812578736561,0.12811269054788701,0.8930591926561081,0.16828313585121046,-0.013462650868096837,0.013462647713425355,0.0354927452300015,0.5562083321720531,NEXIT
67,1.7102812599858535,0.128112687728877,0.8930591957127282,0.16828307043820212,-0.01346264563505617,0.013462647747253476,0.03549274210119749,0.5562083316412936,NEXIT
68,1.7102812585716307,0.12811268961633357,0.8930591936661808,0.1682831142353347,-0.013462649138826777,0.013462647724603996,0.03549274419607536,0.5562083319966615,NEXIT
69,1.710281259518532,0.12811268835258607,0.8930591950364477,0.16828308491084742,-0.013462646792867794,0.013462647739768966,0.03549274279344885,0.5562083317587249,NEXIT
70,1.7102812588845313,0.12811268919873572,0.8930591941189773,0.16828310454519713,-0.01346264836361577,0.01346264772961517,0.03549274373258574,0.5562083319180365,NEXIT
71,1.7102812593090213,0.12811268863219363,0.8930591947332724,0.1682830913990463,-0.013462647311923703,0.013462647736413674,0.03549274310378373,0.556208331811369,NEXIT
72,1.7102812590248204,0.1281126890115173,0.8930591943219761,0.1682831002007834,-0.013462648016062673,0.013462647731861793,0.035492743524793036,0.5562083318827875,NEXIT
73,1.7102812592151033,0.1281126887575558,0.8930591945973436,0.16828309430783062,-0.01346264754462645,0.01346264773490933,0.035492743242922516,0.5562083318349719,NEXIT
74,1.7102812590877006,0.12811268892759234,0.893059194412975,0.1682830982533967,-0.013462647860271737,0.01346264773286889,0.03549274343164516,0.5562083318669861,NEXIT
75,1.7102812591729881,0.1281126888137454,0.8930591945364178,0.16828309561184307,-0.013462647648947446,0.013462647734235054,0.03549274330528707,0.5562083318455511,NEXIT
76,1.7102812591158965,0.12811268888995825,0.8930591944537811,0.1682830973801508,-0.013462647790412063,0.013462647733320501,0.035492743389875285,0.5562083318599004,NEXIT
77,1.7102812591541103,0.1281126888389412,0.8930591945090984,0.16828309619648651,-0.013462647695718921,0.013462647733932704,0.03549274333325176,0.5562083318502952,NEXIT
78,1.710281259128525,0.12811268887308908,0.8930591944720723,0.1682830969888527,-0.013462647759108215,0.013462647733522931,0.0354927433711523,0.5562083318567244,NEXIT
79,1.7102812591456646,0.12811268885022606,0.8930591944968623,0.1682830964582216,-0.013462647716657727,0.013462647733797286,0.035492743345776775,0.5562083318524198,NEXIT
80,1.7102812591341943,0.128112688865542,0.8930591944802554,0.16828309681354847,-0.013462647745083878,0.013462647733613494,0.03549274336277585,0.5562083318553034,NEXIT
81,1.7102812591418761,0.1281126888552921,0.8930591944913693,0.1682830965756832,-0.013462647726054655,0.013462647733736495,0.035492743351399535,0.5562083318533736,NEXIT
82,1.7102812591367258,0.1281126888621566,0.8930591944839262,0.1682830967350557,-0.013462647738804456,0.013462647733654121,0.035492743359018405,0.5562083318546661,NEXIT
83,1.710281259140175,0.12811268885755428,0.8930591944889165,0.16828309662825225,-0.01346264773026018,0.013462647733709348,0.035492743353910304,0.5562083318537996,NEXIT
84,1.710281259137854,0.1281126888606365,0.8930591944855745,0.16828309669991715,-0.013462647735993372,0.013462647733672362,0.03549274335733126,0.5562083318543799,NEXIT
85,1.710281259139408,0.12811268885856245,0.8930591944878232,0.16828309665178898,-0.013462647732143118,0.01346264773369725,0.035492743355029256,0.5562083318539892,NEXIT
86,1.7102812591383698,0.12811268885995117,0.8930591944863175,0.16828309668398544,-0.013462647734718836,0.013462647733680584,0.03549274335657061,0.5562083318542509,NEXIT
87,1.710281259139079,0.12811268885902338,0.8930591944873235,0.16828309666228058,-0.013462647732982447,0.01346264773369172,0.03549274335554083,0.5562083318540761,NEXIT
88,1.7102812591386038,0.12811268885965713,0.8930591944866363,0.16828309667699104,-0.013462647734159283,0.013462647733684113,0.035492743356244236,0.5562083318541953,NEXIT
89,1.7102812591389154,0.1281126888592325,0.8930591944870968,0.16828309666722108,-0.013462647733377686,0.01346264773368921,0.03549274335577295,0.5562083318541154,NEXIT
90,1.710281259138704,0.12811268885951088,0.8930591944867949,0.16828309667371588,-0.01346264773389727,0.013462647733685868,0.03549274335608193,0.556208331854168,NEXIT
91,1.7102812591388545,0.12811268885932198,0.8930591944869998,0.16828309666921948,-0.013462647733537558,0.013462647733688136,0.035492743355872276,0.5562083318541324,NEXIT
92,1.7102812591387504,0.1281126888594565,0.8930591944868539,0.16828309667238361,-0.013462647733790689,0.01346264773368652,0.03549274335602158,0.5562083318541577,NEXIT
93,1.7102812591388117,0.12811268885936344,0.8930591944869548,0.1682830966703297,-0.013462647733626376,0.01346264773368764,0.03549274335591831,0.5562083318541403,NEXIT
94,1.710281259138779,0.1281126888594182,0.8930591944868954,0.16828309667149544,-0.013462647733719635,0.01346264773368698,0.03549274335597909,0.5562083318541505,NEXIT
95,1.7102812591387913,0.12811268885938903,0.893059194486927,0.16828309667094032,-0.013462647733675226,0.01346264773368733,0.03549274335594672,0.5562083318541451,NEXIT
96,1.7102812591387855,0.12811268885939997,0.8930591944869152,0.16828309667116237,-0.01346264773369299,0.013462647733687199,0.03549274335595882,0.5562083318541471,NEXIT
97,1.710281259138793,0.1281126888593948,0.8930591944869208,0.16828309667099584,-0.013462647733679667,0.013462647733687263,0.0354927433559531,0.5562083318541462,NEXIT
98,1.7102812591387917,0.12811268885940155,0.8930591944869134,0.16828309667110686,-0.013462647733688549,0.013462647733687182,0.03549274335596059,0.5562083318541473,NEXIT
99,1.7102812591387992,0.12811268885940036,0.8930591944869147,0.16828309667099584,-0.013462647733679667,0.013462647733687196,0.03549274335595927,0.5562083318541471,NEXIT
100,1.7102812591387802,0.1281126888594071,0.8930591944869075,0.1682830966713289,-0.013462647733706312,0.013462647733687114,0.035492743355966756,0.5562083318541485,NEXIT
101,1.7102812591387966,0.12811268885939003,0.893059194486926,0.1682830966708848,-0.013462647733670785,0.013462647733687319,0.03549274335594781,0.5562083318541451,NEXIT
102,1.710281259138773,0.12811268885940474,0.8930591944869101,0.1682830966713844,-0.013462647733710753,0.013462647733687142,0.03549274335596411,0.5562083318541481,NEXIT
103,1.7102812591387986,0.1281126888593837,0.8930591944869328,0.1682830966707738,-0.013462647733661903,0.013462647733687395,0.03549274335594077,0.556208331854144,NEXIT
104,1.7102812591387795,0.12811268885940652,0.8930591944869081,0.1682830966713289,-0.013462647733706312,0.013462647733687121,0.03549274335596608,0.5562083318541483,NEXIT
105,1.7102812591388004,0.12811268885938945,0.8930591944869266,0.1682830966708293,-0.013462647733666344,0.013462647733687326,0.03549274335594715,0.5562083318541451,NEXIT
106,1.7102812591387766,0.1281126888594081,0.8930591944869064,0.1682830966713844,-0.013462647733710753,0.013462647733687102,0.03549274335596786,0.5562083318541486,NEXIT
107,1.7102812591388066,0.12811268885938687,0.8930591944869294,0.16828309667071828,-0.013462647733657462,0.013462647733687357,0.035492743355944295,0.5562083318541445,NEXIT
108,1.7102812591387828,0.12811268885941365,0.8930591944869004,0.1682830966713844,-0.013462647733710753,0.013462647733687036,0.035492743355974014,0.5562083318541496,NEXIT
109,1.7102812591387992,0.12811268885939242,0.8930591944869233,0.1682830966708848,-0.013462647733670785,0.013462647733687291,0.03549274335595046,0.5562083318541454,NEXIT
110,1.7102812591387802,0.1281126888594071,0.8930591944869075,0.1682830966713289,-0.013462647733706312,0.013462647733687114,0.035492743355966756,0.5562083318541485,NEXIT
111,1.7102812591387966,0.12811268885939003,0.893059194486926,0.1682830966708848,-0.013462647733670785,0.013462647733687319,0.03549274335594781,0.5562083318541451,NEXIT
112,1.710281259138773,0.12811268885940474,0.8930591944869101,0.1682830966713844,-0.013462647733710753,0.013462647733687142,0.03549274335596411,0.5562083318541481,NEXIT
113,1.7102812591387986,0.1281126888593837,0.8930591944869328,0.1682830966707738,-0.013462647733661903,0.013462647733687395,0.03549274335594077,0.556208331854144,NEXIT
114,1.7102812591387795,0.12811268885940652,0.8930591944869081,0.1682830966713289,-0.013462647733706312,0.013462647733687121,0.03549274335596608,0.5562083318541483,NEXIT
115,1.7102812591388004,0.12811268885938945,0.8930591944869266,0.1682830966708293,-0.013462647733666344,0.013462647733687326,0.03549274335594715,0.5562083318541451,NEXIT
116,1.7102812591387766,0.1281126888594081,0.8930591944869064,0.1682830966713844,-0.013462647733710753,0.013462647733687102,0.03549274335596786,0.5562083318541486,NEXIT
117,1.7102812591388066,0.12811268885938687,0.8930591944869294,0.16828309667071828,-0.013462647733657462,0.013462647733687357,0.035492743355944295,0.5562083318541445,NEXIT
118,1.7102812591387828,0.12811268885941365,0.8930591944869004,0.1682830966713844,-0.013462647733710753,0.013462647733687036,0.035492743355974014,0.5562083318541496,NEXIT
119,1.7102812591387992,0.12811268885939242,0.8930591944869233,0.1682830966708848,-0.013462647733670785,0.013462647733687291,0.03549274335595046,0.5562083318541454,NEXIT
