step,lambda,psi,risk,distance,grad,state,dlam,dpsi,lam_drift,psi_drift,lam_restore,psi_restore,lam_rot,psi_rot,lam_nonlin,psi_nonlin,lam_damp,psi_damp,lam_barrier,dist_push,potential
66,1.3098284312162092,0.8771170129360686,0.04864987894242283,1.1943783481599846,-0.00024633392278311517,NEXIT,-0.001070487769410141,0.00020137732887594946,0.01,0.0055,-0.0027471823439693143,-0.007978056474121892,-0.006838334120675906,0.0036629097919590858,-4.266052449529704e-07,-5.551731657125338e-06,0.0014668863859561782,0.0009779242573041188,1.7658313563790367e-05,0.0,0.511828777871181
67,1.309168058740407,0.8771849004180726,0.04841654535886679,1.1946156304083255,-0.00023333358355603906,NEXIT,-0.0010159576550802345,0.00010444228000623169,0.01,0.0055,-0.0026845588094588234,-0.00799638181104961,-0.006854041552328236,0.003579411745945098,-3.9809112689660353e-07,-5.5900760407997325e-06,0.0014594963682726847,0.0009729975788484565,1.7462833893594404e-05,0.0,0.5112999959861895
68,1.3085457089323609,0.8771981214511155,0.04819703839169216,1.1948297135968573,-0.00021950696717462637,NEXIT,-0.0009574612431481413,2.034005083516256e-05,0.01,0.0055,-0.0026251252866366357,-0.008005886058530174,-0.00686218805016872,0.003500167048848848,-3.72232112310813e-07,-5.610032306175223e-06,0.0014524963607660036,0.0009683309071773358,1.7279313464471965e-05,0.0,0.5107941536010755
69,1.3079631421649667,0.8771644471459076,0.047991890796366954,1.1950214589109631,-0.00020514759532520854,NEXIT,-0.0008962565652217884,-5.1806623396865974e-05,0.01,0.0055,-0.002569113803912477,-0.008007737003156183,-0.006863774574133869,0.003425485071883303,-3.489102745820375e-07,-5.613924290142434e-06,0.0014459111517507648,0.0009639407678338433,1.7108125150095554e-05,0.0,0.5103137867778216
70,1.3074213992915622,0.87709107035449,0.047801381999465195,1.195191864824503,-0.00019050879690175881,NEXIT,-0.0008334505744682721,-0.00011288737141164915,0.01,0.0055,-0.0025166827948469982,-0.008003022600427068,-0.006859733657508915,0.003355577059795998,-3.27981366538957e-07,-5.604014853239782e-06,0.0014397567238910085,0.0009598378159273391,1.6949416854811476e-05,0.0,0.5098607521291959
71,1.306920893912072,0.8769846055303863,0.04762557482842776,1.1953420350824662,-0.00017580717103743426,NEXIT,-0.0007700082761387959,-0.00016379203708270394,0.01,0.0055,-0.0024679259362405956,-0.007992749849628602,-0.006850928442538802,0.003290567914987461,-3.0928588272028005e-07,-5.582462452258596e-06,0.0014340414599839557,0.0009560276399893039,1.6803151492722882e-05,0.0,0.5094363084439386
72,1.3064614985081815,0.876851095341176,0.047464348856952276,1.1954731502048912,-0.00016122597147548434,NEXIT,-0.0007067621598314147,-0.00020540029109279083,0.01,0.0055,-0.0024228804520864777,-0.007977844774254084,-0.006838152663646358,0.0032305072694486367,-2.9265752055447574e-07,-5.551289718787945e-06,0.0014287672448528327,0.0009525114965685552,1.666914172519197e-05,0.0,0.5090411928179917
73,1.3060426243500491,0.8766960229780439,0.04731743049971124,1.195586442317898,-0.0001469183572410382,NEXIT,-0.0006444217817422427,-0.00023857286635700647,0.01,0.0055,-0.0023815348657363323,-0.007959153347764647,-0.006822131440941126,0.0031753798209817764,-2.779294465956809e-07,-5.5123624350899584e-06,0.0014239304657085682,0.0009492869771390456,1.6547079909620414e-05,0.0,0.5086756911535365
74,1.3056632951619096,0.8765243291946313,0.047184420026056634,1.1956831731075221,-0.0001330104736546045,NEXIT,-0.0005835833663685763,-0.00026414428217327185,0.01,0.0055,-0.00234383619150442,-0.00793744321692616,-0.006803522757365278,0.0031251149220058935,-2.6493875958731934e-07,-5.467377258780298e-06,0.0014195229149913371,0.0009463486099942248,1.64365637479535e-05,0.0,0.5083397030229154
75,1.3053222146062855,0.8763404331934209,0.0470648156836839,1.1957646146862726,-0.00011960434237273665,NEXIT,-0.0005247393163447314,-0.0002829169249391082,0.01,0.0055,-0.0023096965645718615,-0.00791340608724839,-0.006782919503355762,0.0030795954194291486,-2.535295093142817e-07,-5.417856598733477e-06,0.0014155326007816989,0.0009436884005211327,1.6337118126095354e-05,0.0,0.5080328009948152
76,1.3050178277075666,0.8761482565612695,0.046958035133536746,1.195832033160188,-0.00010678055014715082,NEXIT,-0.0004682875364906002,-0.0002956563571560884,0.01,0.0055,-0.002278999314565693,-0.007887660647078937,-0.006760851983210516,0.003038665752754257,-2.4355458763153887e-07,-5.365149157730104e-06,0.0014119444705105169,0.000941296313673678,1.6248213616243195e-05,0.0,0.5077542845925259
77,1.3047483763865428,0.8759512495360224,0.046863434399520856,1.1958866746850256,-9.460073401588998e-05,NEXIT,-0.0004145404938826829,-0.00030308773114933905,0.01,0.0055,-0.0022516044936809897,-0.007860755918577737,-0.006737790787352344,0.0030021393249079864,-2.3487676191585294e-07,-5.310434808853242e-06,0.0014087410540061024,0.0009391607026707349,1.616928208133126e-05,0.0,0.5075032291045604
78,1.304511949319073,0.8757524189629826,0.04678032453321396,1.1959297538034621,-8.31098663068991e-05,NEXIT,-0.000363733949953277,-0.0003058931892921027,0.01,0.0055,-0.0022273538747888534,-0.007833174935043149,-0.006714149944322698,0.0029698051663851377,-2.2736907564858862e-07,-5.2547326436741635e-06,0.0014059030319856255,0.0009372686879904171,1.6099729780451164e-05,0.0,0.5072785295013632
79,1.304306526365363,0.8755543573730229,0.0467079861865705,1.1959624438603782,-7.233834664345518e-05,NEXIT,-0.000316035313400078,-0.00030471013839962556,0.01,0.0055,-0.002206075438716577,-0.007805338654817574,-0.006690290275557919,0.0029414339182887695,-2.209147984922202e-07,-5.198911206541911e-06,0.0014034097359964188,0.0009356064906642791,1.603894833067119e-05,0.0,0.5070789397322398
80,1.3041300178421655,0.8753592726830853,0.046645682276031705,1.1959858693000354,-6.23039105387968e-05,NEXIT,-0.00027155157415017703,-0.0003001302922115691,0.01,0.0055,-0.002187587372882671,-0.007777610032223213,-0.006666522884762753,0.0029167831638435616,-2.1540707048684588e-07,-5.143700100507574e-06,0.001401239585597115,0.00093415972373141,1.598632383715206e-05,0.0,0.5069031076872059
81,1.3039802989294063,0.8751690180845237,0.046592668910537136,1.1960010996568544,-5.30133654945697e-05,NEXIT,-0.0002303367888603919,-0.00029269938240237246,0.01,0.0055,-0.0021717016057948954,-0.007750298175631954,-0.006643112721970245,0.002895602141059861,-2.1074835244792466e-07,-5.0897023096447144e-06,0.0013993704682809512,0.0009329136455206341,1.594124446185258e-05,0.0,0.5067496061117381
82,1.3038552395160081,0.8749851217451171,0.04654820474445695,1.1960091450603156,-4.446416608018533e-05,NEXIT,-0.00019239909753551875,-0.00028291744524089855,0.01,0.0055,-0.0021582269036465604,-0.007723662531833332,-0.006620282170142855,0.0028776358715287475,-2.0684976731826734e-07,-5.037406725571199e-06,0.001397780067316114,0.0009318533782107427,1.5903106662670744e-05,0.0,0.5066169597604002
83,1.3037527297977338,0.8748088160065631,0.04651155890497159,1.1960109530839627,-3.6645839485358045e-05,NEXIT,-0.00015770725888353488,-0.0002712395977753246,0.01,0.0055,-0.0021469715564407287,-0.007697917044316403,-0.006598214609414059,0.0028626287419209716,-2.0363039479733644e-07,-4.9872004907535605e-06,0.0013964461423337084,0.000930964094889139,1.5871320300240782e-05,0.0,0.506503669069556
84,1.303670701943335,0.8746410658108543,0.04648201763228271,1.1960074067783857,-2.9541272688879405e-05,NEXIT,-0.0001261966990753779,-0.0002580772241673995,0.01,0.0055,-0.0021377456817960414,-0.007673234240918846,-0.006577057920787581,0.0028503275757280552,-2.0101656353345162e-07,-4.939380877176774e-06,0.0013953467671491478,0.0009302311780994319,1.5845312779074733e-05,0.0,0.5064082306210381
85,1.3036071481447764,0.8744825961361976,0.04645888976046651,1.1959993237382307,-2.312787181620035e-05,NEXIT,-9.777507470537182e-05,-0.0002437994994718758,0.01,0.0055,-0.0021303631749001383,-0.0076497492135196125,-0.0065569278973025245,0.0028404842332001843,-1.989411709357347e-07,-4.894166506793034e-06,0.0013944605289684814,0.0009296403526456542,1.58245323632929e-05,0.0,0.5063291546585981
86,1.3035601353633621,0.8743339182661458,0.04644151115690327,1.1959874560635682,-1.7378603563239503e-05,NEXIT,-7.232735602187774e-05,-0.00022873518469499604,0.01,0.0055,-0.002124643333029874,-0.007627563459067673,-0.006537911536343719,0.0028328577773731657,-1.9734304965156208e-07,-4.8517077911579535e-06,0.0013937666928139953,0.0009291777952093302,1.580845078463865e-05,0.0,0.5062649799078665
87,1.303527817076725,0.8741953547544887,0.04642924822908008,1.1959724910862453,-1.2262927823192271e-05,NEXIT,-4.972044098011688e-05,-0.0002131746333186187,0.01,0.0055,-0.002120412182702589,-0.007606748557260422,-0.006520070191937503,0.002827216243603452,-1.9616639140771822e-07,-4.812096523583174e-06,0.0013932453347070982,0.0009288302231380655,1.5796565241518334e-05,0.0,0.5062142859388573
88,1.3035084423223513,0.8740670629833468,0.04642150059916196,1.1959550527420237,-7.747629918120058e-06,NEXIT,-2.9807314421118886e-05,-0.00019737195560297262,0.01,0.0055,-0.0021175035369052518,-0.007587349665628429,-0.0065034425705386536,0.0028233380492070025,-1.9536023273349982e-07,-4.775374599943845e-06,0.0013928774468724024,0.0009285849645816016,1.578839987207868e-05,0.0,0.5061757032980867
89,1.3035003623220058,0.8739490572429971,0.04641770303902061,1.195935703479294,-3.7975601413497984e-06,NEXIT,-1.243076976217711e-05,-0.00018154729284562037,0.01,0.0055,-0.0021157598090116147,-0.007569388817668559,-0.006488047558001622,0.002821013078682153,-1.9487800264335079e-07,-4.74154187597446e-06,0.0013926450179748587,0.0009284300119832392,1.5783506771438976e-05,0.0,0.5061479216253628
90,1.3035020349585216,0.8738412292894191,0.04641732675133742,1.1959149466048926,-3.7628768319308836e-07,NEXIT,2.5732869471705338e-06,-0.00016588915935070246,0.01,0.0055,-0.0021150326089805225,-0.007552868014019601,-0.006473886869159657,0.002820043478640697,-1.946771292935732e-07,-4.710563191385452e-06,0.0013925310911706182,0.0009283540607804122,1.578146661273724e-05,0.0,0.5061296959583818
91,1.3035120273622667,0.8737433673595852,0.04641988007588825,1.1958932289769457,2.553324550833014e-06,NEXIT,1.537292883875246e-05,-0.0001505568151290434,0.01,0.0055,-0.0021151831462669387,-0.007537772100518681,-0.006460947514730297,0.0028202441950225853,-1.9471870064225186e-07,-4.682374606199035e-06,0.0013925198025401225,0.0009283465350267484,1.578188892324653e-05,0.0,0.5061198514165113
92,1.303529016849545,0.8736551736453457,0.0464249086941015,1.1958709439637025,5.028618213248626e-06,NEXIT,2.6137672736015628e-05,-0.00013568263729161838,0.01,0.0055,-0.0021160824626039985,-0.007524071430341942,-0.006449204083150235,0.0028214432834719983,-1.9496717298787292e-07,-4.656888903909323e-06,0.0013925964022766474,0.000928397601517765,1.578441206011587e-05,0.0,0.5061172864436214
93,1.303551790439495,0.873576280244587,0.04643199539938066,1.1958484345959528,7.08670527915789e-06,NEXIT,3.503629223070495e-05,-0.00012137446270581848,0.01,0.0055,-0.00211761151645905,-0.007511724310348409,-0.006438620837441493,0.0028234820219454003,-1.9539012073999537e-07,-4.634000420779232e-06,0.001392747260823045,0.00092849817388203,1.578870292496829e-05,0.0,0.5061209747785442
94,1.3035792431600115,0.873506263623398,0.04644075949544542,1.1958259968488143,8.764096064761695e-06,NEXIT,4.22349546404986e-05,-0.00010771787875233838,0.01,0.0055,-0.002119661139554556,-0.007500679234242188,-0.006429153629350446,0.0028262148527394082,-1.9595802072220153e-07,-4.6135892619453e-06,0.0013929598619814197,0.0009286399079876131,1.5794456452358446e-05,0.0,0.506129966310724
95,1.3036103753370352,0.8734446576354823,0.046450855880007524,1.1958038829964064,1.0096384562105487e-05,NEXIT,4.789565695953507e-05,-9.477844294722058e-05,0.01,0.0055,-0.0021221318844010326,-0.007490876907275728,-0.006420751634807766,0.002829509179201377,-1.9664406459273798e-07,-4.5955249639605586e-06,0.0013932227848633626,0.0009288151899089084,1.5801394903711196e-05,0.0,0.5061433869678609
96,1.3036442890454478,0.8733909651552225,0.046461973866418066,1.195782304990187,1.1117986410541514e-05,NEXIT,5.217493601962817e-05,-8.260381578419518e-05,0.01,0.0055,-0.0021249337803331625,-0.007482252068967529,-0.00641335891625788,0.0028332450404442164,-1.9742399348570323e-07,-4.579669660732048e-06,0.0013935256764002256,0.0009290171176001505,1.5809266995616954e-05,0.0,0.5061604377718536
97,1.3036801838839414,0.8733446683888548,0.04647383579146801,1.1957614378185089,1.1861925049941324e-05,NEXIT,5.522282845173049e-05,-7.1225794411893e-05,0.01,0.0055,-0.0021279860140903015,-0.0074747351217311605,-0.006406915818626708,0.0028373146854537355,-1.9827594964073322e-07,-4.565880806106445e-06,0.0013938592159925419,0.0009292394773283613,1.5817846889076954e-05,0.0,0.5061803931891152
98,1.3037173522207532,0.873305237934351,0.046486195453266044,1.1957414228112324,1.2359661798036492e-05,NEXIT,5.7182056633789444e-05,-6.06622376981736e-05,0.01,0.0055,-0.0021312165495547195,-0.0074682535744396835,-0.006401360206662585,0.0028416220660729594,-1.9918034053454778e-07,-4.554013502089039e-06,0.0013942150737440403,0.0009294767158293601,1.5826933064331813e-05,0.0,0.50620259889137
99,1.3037551740421907,0.8732721406650412,0.046498836419038514,1.1957223708590392,1.2640965772470203e-05,NEXIT,5.818741759614338e-05,-5.091887586127603e-05,0.01,0.0055,-0.0021345616998677897,-0.0074627333108091476,-0.0063966285521221255,0.002846082266490386,-2.001197118004267e-07,-4.543922477193262e-06,0.0013945858635979812,0.0009297239090653209,1.583634710415915e-05,0.0,0.5062264690333622
100,1.3037931115215067,0.8732448465149251,0.04651157023878928,1.1957043655224155,1.273381975076815e-05,NEXIT,5.836535279384874e-05,-4.199100017863197e-05,0.01,0.0055,-0.0021379656637971565,-0.007458099693105778,-0.006392656879804952,0.0028506208850628753,-2.010786259810686e-07,-4.535463754958919e-06,0.0013949650925711553,0.0009299767283807703,1.5845932406906653e-05,0.0,0.5062514831445186
101,1.303830703412022,0.8732228342452086,0.04652423459701363,1.195687466010117,1.2664358224348526e-05,NEXIT,5.783367771585689e-05,-3.386503033291999e-05,0.01,0.0055,-0.0021413800369355983,-0.007454278512089517,-0.006389381581791013,0.0028551733825807977,-2.0204354487616378e-07,-4.528496048415027e-06,0.0013953471071636784,0.0009302314047757857,1.585555284897666e-05,0.0,0.506277182722532
102,1.303867559355467,0.8732055962720282,0.046536691431083674,1.1956717100113277,1.2456834070043166e-05,NEXIT,5.6701451453717615e-05,-2.651995873915948e-05,0.01,0.0055,-0.0021447633070819784,-0.007451196794329216,-0.006386740109425042,0.0028596844094426377,-2.0300271389709423e-07,-4.522881912307911e-06,0.0013957270379104088,0.0009304846919402726,1.5865091414955827e-05,0.0,0.506303167608093
103,1.3039033541843892,0.8731926426347532,0.04654882504151393,1.1956571163696665,1.21336104302594e-05,NEXIT,5.506896757259694e-05,-1.9928672730922838e-05,0.01,0.0055,-0.0021480803419920225,-0.007448783478083957,-0.00638467155264339,0.0028641071226560297,-2.0394604741379754e-07,-4.518488681322162e-06,0.0013961007429325102,0.0009307338286216734,1.587444881206588e-05,0.0,0.5063290922116118
104,1.303937822286168,0.8731835041828407,0.04656054021607983,1.1956436875907288,1.1715174565898878e-05,NEXIT,5.3027848890522674e-05,-1.4059156788348874e-05,0.01,0.0055,-0.002151301876595024,-0.00744696996886545,-0.006383117116170385,0.002868402502126699,-2.048650145654576e-07,-4.515189219318987e-06,0.001396464751245418,0.0009309765008302786,1.588354208408598e-05,0.0,0.5063546616547593
105,1.3039707520857056,0.8731777350570881,0.04657176038670889,1.1956314121779616,1.1220170629058779e-05,NEXIT,5.066123005782861e-05,-8.875578080955702e-06,0.01,0.0055,-0.002154404005755113,-0.007445690585597711,-0.006382020501940895,0.00287253867434015,-2.0575252540526853e-07,-4.512862501797416e-06,0.001396816206482395,0.0009312108043215967,1.589230323836463e-05,0.0,0.5063796278820467
106,1.304001980694233,0.8731749145384174,0.04658242583519219,1.1956202667944063,1.066544848329909e-05,NEXIT,4.804401311909448e-05,-4.33925949318108e-06,0.01,0.0055,-0.0021573676877134984,-0.007444882907992337,-0.0063813282068505735,0.0028764902502846643,-2.066028175619196e-07,-4.5113940513306014e-06,0.0013971528116012667,0.0009314352077341778,1.5900677898004343e-05,0.0,0.5064037857904667
107,1.3040313887628707,0.8731746483341558,0.046592491961088695,1.1956102182502248,1.0066125896504574e-05,NEXIT,4.5243182519569676e-05,-4.0954501795973427e-07,0.01,0.0055,-0.0021601782624809584,-0.00744448803537845,-0.006380989744610099,0.0028802376833079444,-2.074113438316342e-07,-4.510676243609865e-06,0.0013974727750557657,0.0009316485167038439,1.590862398977613e-05,0.0,0.5064269694184549
108,1.3040588955715977,0.8731765693682324,0.04660192762270987,1.1956012253179589,9.435661621176594e-06,NEXIT,4.231816727218139e-05,2.9554370409825203e-06,0.01,0.0055,-0.002162824988658363,-0.007444450766781821,-0.006380957800098703,0.0028837666515444836,-2.0817466127228656e-07,-4.510608499905634e-06,0.0013977747588326608,0.0009318498392217739,1.5916110476820253e-05,0.0,0.5064490482291136
109,1.3040844543770913,0.8731803381379155,0.046610713559790753,1.1955932403791898,8.785937080882378e-06,NEXIT,3.932123922083155e-05,5.798107204793112e-06,0.01,0.0055,-0.0021653006014437912,-0.007444719711552544,-0.006381188324187894,0.002887067468591722,-2.088903224635898e-07,-4.5110973801869505e-06,0.0013980578286812962,0.0009320385524541975,1.5923116143724243e-05,0.0,0.5064699235167749
110,1.3041080480364717,0.8731856426957176,0.04661884090436548,1.1955862109077164,8.127344574726525e-06,NEXIT,3.6297937508398165e-05,8.16085815716881e-06,0.01,0.0055,-0.002167600893938215,-0.007445247339308179,-0.006381640576549867,0.0028901345252509533,-2.0955676963497627e-07,-4.5120565897901135e-06,0.0013983214067937225,0.000932214271195815,1.5929628440162166e-05,0.0,0.5064895249605766
111,1.3041296849182837,0.873192198311003,0.04662630978448094,1.1955800807955235,7.468880115463206e-06,NEXIT,3.3287510480168785e-05,1.0085561977464736e-05,0.01,0.0055,-0.002169724323282454,-0.007445989977400477,-0.006382277123486122,0.002892965764376605,-2.1017323235469148e-07,-4.513406911353644e-06,0.0013985652271309643,0.0009323768180873097,1.5935642387936257e-05,0.0,0.5065078073437742
112,1.3041493951070386,0.8731997468616823,0.04663312802368828,1.1955747915287593,6.818239207340149e-06,NEXIT,3.0323367315235442e-05,1.1613154891284097e-05,0.01,0.0055,-0.002171671642645534,-0.007446907763540432,-0.006383063797320369,0.0028955621901940454,-2.107396294301471e-07,-4.515076072709846e-06,0.0013987892935344282,0.0009325261956896188,1.5941159555003255e-05,0.0,0.5065247474530233
113,1.3041672269032802,0.8732080560022459,0.04663930993775142,1.1955702832216406,6.181914063138616e-06,NEXIT,2.7433532679491028e-05,1.2783293174824413e-05,0.01,0.0055,-0.0021734455596334754,-0.007447964560635534,-0.006383969623401886,0.002897927412844634,-2.1125647559930098e-07,-4.516998560509525e-06,0.0013989938407106485,0.0009326625604737657,1.5946187098898714e-05,0.0,0.5065403411678165
114,1.3041832436173886,0.8732169181503041,0.04664487522869412,1.1955664955167282,5.56529094269953e-06,NEXIT,2.4641098628313138e-05,1.363407393562379e-05,0.01,0.0055,-0.002175050421295219,-0.0074491278403144385,-0.006384966720269518,0.0029000672283936257,-2.1172479350427512e-07,-4.519115388534622e-06,0.0013991792981325427,0.0009327861987550285,1.5950736880903123e-05,0.0,0.5065546007466488
115,1.3041975206521443,0.8732261493298209,0.04664984797516461,1.195563368360367,4.972746470488509e-06,NEXIT,2.1964668855040183e-05,1.4201814641260626e-05,0.01,0.0055,-0.0021764919255649693,-0.007450368541042583,-0.006386030178036499,0.0029019892340866257,-2.1214603133881652e-07,-4.521373828899388e-06,0.0013993462568608235,0.0009328975045738825,1.5954824651329675e-05,0.0,0.5065675523132928
116,1.3042101428664123,0.8732355879053735,0.046654255717122464,1.195560842662259,4.407741957854205e-06,NEXIT,1.9418791181648967e-05,1.4520885465449623e-05,0.01,0.0055,-0.002177776858692988,-0.007451660906174933,-0.006387137919578513,0.002903702478257317,-2.1252198645651566e-07,-4.523727113641648e-06,0.0013994954392549381,0.0009329969595032922,1.595846930545564e-05,0.0,0.506579233543765
117,1.3042212022101105,0.8732450932380682,0.046658128632035306,1.1955588608482213,3.872914912841918e-06,NEXIT,1.7014374920400437e-05,1.462358876118809e-05,0.01,0.0055,-0.002178912857977109,-0.007452982306752294,-0.006388270548644823,0.0029052171439694786,-2.1285473512236699e-07,-4.526134113546809e-06,0.001399627671513674,0.0009330851143424493,1.5961692208871204e-05,0.0,0.506589691552161
118,1.3042307956188717,0.8732545442902259,0.04666149879909863,1.195557367315106,3.3701670633240477e-06,NEXIT,1.4759090401940012e-05,1.4540080242575015e-05,0.01,0.0055,-0.002179908198909943,-0.007454313053329556,-0.00638941118856819,0.0029065442652132577,-2.131465684899903e-07,-4.528559000420476e-06,0.0013997438589610591,0.0009331625726407061,1.5964516590377587e-05,0.0,0.5065989809714712
119,1.30423902315544,0.873263838202615,0.04666439954745717,1.1955563087967216,2.900748358541927e-06,NEXIT,1.2657748566662443e-05,1.4298326752569925e-05,0.01,0.0055,-0.002180771605698448,-0.007455636200631628,-0.00639054531482711,0.0029076954742645977,-2.133999347937886e-07,-4.530970898426524e-06,0.0013998449639729589,0.0009332299759819726,1.596696700002754e-05,0.0,0.5066071622237691
120,1.3042459863838263,0.8732728888648902,0.04666686488398909,1.1955556346493472,2.4653365319204923e-06,NEXIT,1.0712659055765069e-05,1.3924095808008565e-05,0.01,0.0055,-0.002181512083989592,-0.007456937348366107,-0.006391660584313805,0.002908682778652789,-2.1361738766165635e-07,-4.533343529529603e-06,0.0013999319864237152,0.0009332879909491435,1.596906882946182e-05,0.0,0.5066142999727516
121,1.3042517869615426,0.8732816254969744,0.04666892899591238,1.1955552970651462,2.0641119232861493e-06,NEXIT,8.923965717409295e-06,1.344097243720691e-05,0.01,0.0055,-0.002182138774544362,-0.007458204441084634,-0.006392746663786828,0.0029095183660591494,-2.1380154038084864e-07,-4.535654857526674e-06,0.0014000059465196727,0.0009333372976797819,1.5970847891348242e-05,0.0,0.5066204617504704
122,1.304256525434806,0.8732899912564257,0.046670625823268405,1.1955552512214147,1.696827356026387e-06,NEXIT,7.289958866501981e-06,1.2870399155823632e-05,0.01,0.0055,-0.002182660826538836,-0.007459427569576425,-0.006393795059636935,0.002910214435385114,-2.139550258879466e-07,-4.5378867346173385e-06,0.0014000678698773714,0.0009333785799182475,1.597233005446874e-05,0.0,0.5066257167492241
123,1.3042603002214095,0.8732979418843433,0.04667198869622097,1.1955554553732164,1.3628729525622107e-06,NEXIT,5.807364005302924e-06,1.2231735257787948e-05,0.01,0.0055,-0.0021830872891325345,-0.0074605987758996056,-0.00639479895077109,0.002910783052176713,-2.140804622037615e-07,-4.540024553951208e-06,0.0014001187746980521,0.0009334125164653681,1.597354093081758e-05,0.0,0.5066301347689324
124,1.3042632067659798,0.8733054444000949,0.046673050032071325,1.1955558708965148,1.0613358503580583e-06,NEXIT,4.471607031362959e-06,1.1542331925545445e-05,0.01,0.0055,-0.0021834270199268513,-0.007461711863808068,-0.0063957530261212,0.002911236026569135,-2.1418042299494872e-07,-4.542056911102156e-06,0.001400159660886629,0.0009334397739244193,1.597450561096103e-05,0.0,0.5066337853098783
125,1.3042653368525303,0.8733124758530858,0.04667384108691766,1.1955564622884767,7.910548463357925e-07,NEXIT,3.2770562315032617e-06,1.0817619985895618e-05,0.01,0.0055,-0.0021836886089381833,-0.0074627622160133,-0.006396653328011399,0.002911584811917578,-2.1425741291577893e-07,-4.543975276955808e-06,0.0014001915009621397,0.0009334610006414265,1.597524844386022e-05,0.0,0.5066367368004462
126,1.3042667780595636,0.8733190221379278,0.04667439175697148,1.195557197131144,5.506700538199238e-07,NEXIT,2.2172415897139926e-06,1.007120744920089e-05,0.01,0.0055,-0.0021838803167277265,-0.00746374661943202,-0.006397497102370302,0.0029118404223036354,-2.143138473647456e-07,-4.545773684061059e-06,0.0014002152326075298,0.0009334768217383533,1.5975792857363475e-05,0.0,0.506639055949392
127,1.304267613343446,0.8733250768777034,0.046674730424677596,1.1955580460242143,3.3866770611512553e-07,NEXIT,1.285052126888518e-06,9.314984270211843e-06,0.01,0.0055,-0.0021840100253607206,-0.007464663099309897,-0.006398282656551339,0.0029120133671476276,-2.1435203628064791e-07,-4.547448428088876e-06,0.0014002317527091444,0.0009334878351394296,1.5976161215626763e-05,0.0,0.5066408072122235
128,1.3042679207363395,0.8733306403785397,0.046674883844954204,1.1955589824921937,1.5342027660791846e-07,NEXIT,4.729121436936504e-07,8.559232055822038e-06,0.01,0.0055,-0.0021840852009101463,-0.007465510762878489,-0.006399009225324419,0.002912113601213528,-2.1437417160041697e-07,-4.548997785664473e-06,0.0014002419127403277,0.000933494608493552,1.5976374709812987e-05,0.0,0.5066420523614286
129,1.3042677731456231,0.8733357186574054,0.046674877067074974,1.1955599828707244,-6.7778792300909885e-09,NEXIT,-2.2706264049258176e-07,7.812736716590347e-06,0.01,0.0055,-0.002184112866270549,-0.007466289652995564,-0.006399676845424768,0.0029121504883607317,-2.1438231800492484e-07,-4.5504217494929915e-06,0.0014002465153486261,0.0009334976768990841,1.5976453278544884e-05,0.0,0.5066428501505511
130,1.3042672382424438,0.8733403225439103,0.04667473338794016,1.19556102617644,-1.4367913481194705e-07,NEXIT,-8.229279683155418e-07,7.0829023151191585e-06,0.01,0.0055,-0.0021840995831060805,-0.00746700061203677,-0.0064002862388886595,0.002912132777474774,-2.1437840658855841e-07,-4.551721781384892e-06,0.0014002463120122491,0.0009334975413414996,1.597641555473769e-05,0.0,0.5066432560624562
131,1.3042663784277777,0.8733444668559025,0.04667447433273121,1.1955620939642644,-2.5905520895097567e-07,NEXIT,-1.3227917940937936e-06,6.3758646035057395e-06,0.01,0.0055,-0.002184051441819943,-0.007467645156147443,-0.006400838705269236,0.002912068589093257,-2.1436423110203612e-07,-4.552900583504567e-06,0.0014002420016382049,0.0009334946677588032,1.5976278835608222e-05,0.0,0.5066433221325299
132,1.3042652508651664,0.8733481696478294,0.046674119659199875,1.1955631701756437,-3.5467353133589175e-07,NEXIT,-1.7347117095119396e-06,5.696602964422879e-06,0.01,0.0055,-0.002183974058499991,-0.007468225359826358,-0.006401336022708305,0.0029119654113333214,-2.143414464352022e-07,-4.553961887915791e-06,0.0014002342299819363,0.0009334894866546243,1.5976059072843955e-05,0.0,0.5066430968380209
133,1.3042639075700773,0.8733514515301185,0.04667368738210889,1.1955642409808074,-4.322770909837015e-07,NEXIT,-2.066607829638791e-06,5.04904967557466e-06,0.01,0.0055,-0.002183872577864976,-0.007468743750696117,-0.006401780357739528,0.0029118301038199676,-2.143115690261933e-07,-4.554910264277969e-06,0.0014002235897759962,0.0009334823931839975,1.5975770880112188e-05,0.0,0.506642625045225
134,1.3042623955466301,0.8733543350572618,0.04667319381460798,1.1955652946177746,-4.935675009115625e-07,NEXIT,-2.3261899186409853e-06,4.4361956051340015e-06,0.01,0.0055,-0.0021837516813069512,-0.007469203214216598,-0.006402174183614226,0.0029116689084092684,-2.1427597890476124e-07,-4.5557509453580195e-06,0.0014002106214632667,0.0009334737476421779,1.5975427555292137e-05,0.0,0.5066419480067383
135,1.3042607569632263,0.8733568441818128,0.04667265362359868,1.195566321230463,-5.401910092989182e-07,NEXIT,-2.520897544488652e-06,3.86019161693462e-06,0.01,0.0055,-0.0021836155991967108,-0.007469606908016658,-0.00640252020687142,0.0029114874655956145,-2.142359230999766e-07,-4.556489669862265e-06,0.0014001958144382394,0.0009334638762921596,1.5975041115018015e-05,0.0,0.5066411034015394
