step,lambda,risk,distance,steer,state
102,1.84969186749816,0.3094984657178157,0.7040134334682965,0.00500000000000389,LOCK
103,1.8496918674981526,0.30949846571782214,0.7040134334682898,0.004999999999992788,LOCK
104,1.8496918674981586,0.30949846571780965,0.7040134334683027,0.005000000000006111,LOCK
105,1.8496918674981513,0.3094984657178199,0.7040134334682921,0.004999999999992788,LOCK
106,1.8496918674981462,0.30949846571780737,0.7040134334683049,0.0049999999999950084,LOCK
107,1.8496918674981544,0.30949846571779865,0.7040134334683139,0.005000000000008331,LOCK
108,1.8496918674981582,0.30949846571781264,0.7040134334682996,0.00500000000000389,LOCK
109,1.8496918674981508,0.30949846571781914,0.7040134334682929,0.004999999999992788,LOCK
110,1.849691867498159,0.3094984657178066,0.7040134334683058,0.005000000000008331,LOCK
111,1.8496918674981562,0.30949846571782064,0.7040134334682915,0.004999999999997229,LOCK
112,1.84969186749816,0.3094984657178157,0.7040134334682965,0.00500000000000389,LOCK
113,1.8496918674981526,0.30949846571782214,0.7040134334682898,0.004999999999992788,LOCK
114,1.8496918674981586,0.30949846571780965,0.7040134334683027,0.005000000000006111,LOCK
115,1.8496918674981513,0.3094984657178199,0.7040134334682921,0.004999999999992788,LOCK
116,1.8496918674981462,0.30949846571780737,0.7040134334683049,0.0049999999999950084,LOCK
117,1.8496918674981544,0.30949846571779865,0.7040134334683139,0.005000000000008331,LOCK
118,1.8496918674981582,0.30949846571781264,0.7040134334682996,0.00500000000000389,LOCK
119,1.8496918674981508,0.30949846571781914,0.7040134334682929,0.004999999999992788,LOCK
