step,lambda,psi,risk,distance,risk_grad,field_lambda,field_psi,target_lambda,target_psi,w_field,w_target,dlambda,dpsi,potential
72,1.173355719265106,0.8549694858206859,0.01211294749812835,1.362709735306582,-8.536152306184985e-07,0.07795095219127776,-0.0025909691943264024,-0.15335506558190315,0.005044218145639379,0.9131573162858425,0.4519265778367903,3.631573349831621e-06,7.613314625143624e-05,0.011771641352113149
73,1.1733562154323502,0.8549816394077631,0.012112182353182867,1.3627131735045883,-7.651449454824932e-07,0.07794932709200546,-0.002593102997450185,-0.15335571926510605,0.005030514179314105,0.9131625565336657,0.4519227128681696,2.756484690433214e-06,6.751992820649814e-05,0.011771656377383566
74,1.1733565828487698,0.8549924167403841,0.012111496813134835,1.362716254115415,-6.85540048032604e-07,0.07794790088732302,-0.0025950029163305573,-0.15335621543235023,0.005018360592236926,0.9131672516170072,0.4519192500291589,2.0412023304591798e-06,5.987407011665642e-05,0.011771658696576781
75,1.173356845598984,0.8550019725554463,0.012110882857372985,1.3627190131381206,-6.139557618498742e-07,0.0779466492457792,-0.002596694222072161,-0.15335658284876974,0.005007583259615922,0.9131714564589056,0.4519161487963426,1.459723412283731e-06,5.308786145679582e-05,0.011771651185203564
76,1.1733570238015985,0.855010444338394,0.012110333236021363,1.3627214831192347,-5.496213516219262e-07,0.07794555081108379,-0.002598199504962838,-0.153356845598984,0.004998027444553688,0.9131752207056403,0.4519133725420536,9.90014524745314e-07,4.706546082074289e-05,0.011771636207492145
77,1.1733571342189855,0.8550179542272053,0.012109841401384004,1.3627236934583664,-4.918346373592591e-07,0.07794458683848893,-0.0025995389519991724,-0.15335702380159844,0.004989555661605971,0.9131785891958795,0.4519108881874671,6.134299273038296e-07,4.172160450684355e-05,0.01177161569797107
78,1.1733571907772637,0.8550246107088185,0.012109401444638197,1.3627256706907391,-4.3995674580722677e-07,0.07794374087559003,-0.002600730596644143,-0.15335713421898545,0.004982045772794708,0.9131816023939541,0.45190866588234163,3.142126568256992e-07,3.6980453407141844e-05,0.011771591230846434
79,1.1733572050093155,0.8550305101302821,0.012109008037515981,1.3627274387477255,-3.9340712221572205e-07,0.07794299848212248,-0.0026017905434572164,-0.15335719077726373,0.0049753892911814646,0.913184296789026,0.45190667871006424,7.906695394417629e-08,3.277456368615142e-05,0.011771564078917223
80,1.1733571864318815,0.8550357380445611,0.01210865637869872,1.3627290191965344,-3.516588172602919e-07,0.07794234698399218,-0.002602733170006727,-0.1533572050093155,0.004969489869717902,0.9131867052620252,0.45190490241658865,-1.0320796704071933e-07,2.9043968216991363e-05,0.011771535263532532
81,1.1733571428662284,0.8550403704088357,0.01210834214464307,1.362730431460241,-3.1423405565111917e-07,0.07794177525735961,-0.002603571308260437,-0.15335718643188145,0.0049642619554388645,0.913188857422276,0.4519033151618206,-2.4203140659012634e-07,2.5735357081464153e-05,0.011771505596887166
82,1.1733570807105462,0.8550444746512315,0.012108061444554672,1.3627316930193971,-2.807000883970484e-07,0.07794127353910696,-0.0026043164074531534,-0.15335714286622837,0.00495962959116425,0.9131907799157472,0.45190189729201174,-3.4530934568677285e-07,2.2801346642722475e-05,0.011771475717771636
83,1.1733570051710838,0.855048110620233,0.012107810779230108,1.3627328195964148,-2.5066532456478885e-07,0.07794083326046622,-0.0026049786802478624,-0.1533570807105462,0.00495552534876853,0.9131924967068352,0.45190063113173073,-4.196636806674814e-07,2.0199827786351334e-05,0.011771446121736629
84,1.1733569204580374,0.8550513314295151,0.012107587003493426,1.3627338253239336,-2.2377573668207196e-07,0.07794044690097929,-0.002605567233839732,-0.15335700517108375,0.004951889379766983,0.9131940293355489,0.4518995007940246,-4.706280355010195e-07,1.7893384900254518e-05,0.011771417186496656
85,1.1733568299513564,0.8550541842095625,0.012107387291963203,1.3627347228983209,-1.9971153022296795e-07,0.07794010786030661,-0.002606090187499032,-0.1533569204580374,0.0049486685704849265,0.9131953971519007,0.4518984920074277,-5.028148949443728e-07,1.584877804133042e-05,0.011771389193281086
86,1.1733567363408908,0.8550567107762375,0.012107209107897043,1.362735523719427,-1.7818406615986715e-07,0.07793981034570398,-0.002606554777907914,-0.15335682995135635,0.004945815790437513,0.9131966175292342,0.4518975919585366,-5.20058142435692e-07,1.403648152741607e-05,0.011771362344739624
87,1.1733566417446777,0.8550589482253595,0.012107050174872392,1.3627362380176526,-1.5893302465069814e-07,0.07793954927325354,-0.0026069674535178153,-0.15335673634089075,0.004943289223762526,0.9131977060581369,0.4518967891489242,-5.255345166682579e-07,1.2430272900409967e-05,0.011771336779922545
88,1.1733565478086159,0.8550609294613916,0.012106908451075846,1.3627368749693494,-1.4172379654564526e-07,0.07793932018116846,-0.0026073339590365254,-0.15335664174467767,0.004941051774640437,0.913198676722497,0.45189607326524284,-5.218670099515349e-07,1.1006866844491515e-05,0.011771312586780814
89,1.1733564557903104,0.85506268366745,0.01210678210598632,1.3627374428014933,-1.2634508952599766e-07,0.07793911915369607,-0.002607659411047212,-0.15335654780861585,0.0049390705386084255,0.9131995420591712,0.4518954350614262,-5.112128077695843e-07,9.745589213238227e-06,0.011771289812566551
90,1.17335636662947,0.8550642367230801,0.012106669499251037,1.3627379488865405,-1.1260673528357135e-07,0.07793894275432461,-0.0026079483656640465,-0.15335645579031043,0.0049373163325500125,0.9132003133026401,0.4518948662519762,-4.953380025891213e-07,8.628086833663848e-06,0.011771268472459096
91,1.1733562810068896,0.8550656115755386,0.012106569161566884,1.362738399828287,-1.0033768415261546e-07,0.0779387879671566,-0.0026082048790405064,-0.15335636662946994,0.004935763276919913,0.9132010005159332,0.45189435941538164,-4.756810015292545e-07,7.638069213898092e-06,0.011771248556693769
92,1.17335619939376,0.8550668285697034,0.012106479777392275,1.3627388015395243,-8.938417460878367e-08,0.07793865214545062,-0.0026084325614661053,-0.15335628100688958,0.004934388424461367,0.913201612709021,0.45189390790678874,-4.534062749816242e-07,6.761078693455383e-06,0.011771230036429685
93,1.1733561220927853,0.8550679057411734,0.012106400169328138,1.3627391593122042,-7.96080641372876e-08,0.07793853296645582,-0.0026086346257141336,-0.15335619939376,0.00493317143029659,0.913202157945778,0.4518935057791038,-4.294498598400587e-07,5.984285944570975e-06,0.011771212868557604
94,1.1733560492723758,0.8550688590766248,0.012106329284018115,1.3627394778807853,-7.088531002279186e-08,0.07793842839176957,-0.0026088139302370625,-0.15335612209278526,0.004932094258826569,0.9132026434405426,0.4518931477117716,-4.0455782998084777e-07,5.296308063111165e-06,0.011771196999618767
95,1.1733559809949967,0.855069702745046,0.01210626617943018,1.362739761479381,-6.310458793533369e-08,0.07793833663254363,-0.0026089730177461332,-0.15335604927237578,0.00493114092337521,0.9132030756452187,0.4518928289465337,-3.793187730201375e-07,4.687046784703571e-06,0.011771182368979997
96,1.173355917240587,0.8550704493030785,0.01210621001339286,1.3627400138932713,-5.616603731932457e-08,0.07793825611894553,-0.0026091141496576483,-0.1533559809949967,0.004930297254953975,0.913203460327785,0.45189254522952355,-3.541911650795787e-07,4.147544625238814e-06,0.011771168911387636
97,1.1733558579258343,0.8550711098773355,0.012106160033269201,1.362740238505308,-4.998012365954596e-08,0.07793818547335571,-0.0026092393368397273,-0.15335591724058695,0.00492955069692147,0.9132038026430132,0.4518922927591101,-3.295264034697265e-07,3.6698569828689815e-06,0.011771156559004986
98,1.1733558029199669,0.8550716943262565,0.012106115566662,1.3627404383376853,-4.446660720192064e-08,0.07793812348684293,-0.0026093503670485806,-0.15335585792583428,0.004928890122664509,0.9132041071961249,0.4518920681389493,-3.055881519237885e-07,3.24693845039979e-06,0.011771145243020784
99,1.173355752057627,0.8550722113837763,0.012106076013052487,1.36274061608952,-3.955360951268805e-08,0.07793806909851775,-0.002609448829404013,-0.15335580291996687,0.004928305673743472,0.9132043781000551,0.45189186833575296,-2.8256855466590736e-07,2.8725417765233926e-06,0.01177113489490327
100,1.1733557051493038,0.8550726687868312,0.012106040836283163,1.3627407741706372,-3.5176769323796986e-08,0.07793802137741175,-0.0026095361362177723,-0.15335575205762697,0.004927788616223672,0.913204619026935,0.45189169064132,-2.6060179605588707e-07,2.5411280827073108e-06,0.011771125447362227
101,1.1733556619897296,0.8550730733885085,0.012106009557803502,1.3627409147319272,-3.127847966050146e-08,0.07793797950657388,-0.0026096135424556414,-0.15335570514930374,0.004927331213168795,0.9132048332543509,0.45189153263842,-2.3977541230117694e-07,2.247787095955938e-06,0.01177111683507161
